did	duration_xi	duration_sigma	duration_mu	gap_meanlog	gap_sdlog
did:plc:2mzm4isvftblgpgxgxpmjlqq	0.28278979549391603	336.069125764843	0.0	7.06856078115937	2.66711761653837
did:plc:2n7ykpcaipiyyk6kbqfsx4ht	0.253306751308792	196.466513929751	0.0	6.80787759683274	1.8662421130755
did:plc:2niam6l3ne32crenevafqmph	0.5946024529298445	69.91733844603961	0.0	6.67505716979174	2.43152597043681
did:plc:2nihw4qce5tb4fwltf6apgmg	0.273501501104723	707.561405293569	0.0	6.55075971357129	2.01119494946613
did:plc:2nimhjymjz7zcwdi5r6rhi54	2.22785892446266	2.22785892446266	1.0	8.61462288472564	1.54432908055809
did:plc:2nkakzg65ipbbiqzyulgvkoq	0.321868998090831	92.8783321887449	0.0	7.61377868629635	1.60429351481151
did:plc:2nmbbb427fmcrz32wgzd5aui	0.32772554737773163	364.6651223523331	0.0	6.58276710325967	2.60092203029629
did:plc:2nxdiuvxtzt7nkqlmoqh6clq	-0.288448496839723	426.108729292967	0.0	7.36141578588997	2.24746582551468
did:plc:2nxp2fi6huvukvz7qtu2cdai	-0.136864423406844	1059.03201073163	0.0	7.03301145841524	2.21387662696071
did:plc:2o2j5p7zjadyx6bvgtxpqdvi	2.6968994519440534	2.6968994519440534	1.0	8.33281244399726	1.34929684315052
did:plc:2ocomzjp7wsrq5cpn5rmswps	-0.123038544834629	835.991567925783	0.0	6.97895175694879	2.67003349115253
did:plc:2ofgyjvvykdcelzy52xt4pks	3.1876908217592788	3.1876908217592788	1.0	8.23788356016897	1.98612224333087
did:plc:2olahvc3kvo4ayhilce6w23d	2.6444184934812136	5.288836986962427	2.0	7.29180157151259	1.9704224977093
did:plc:2ongdojneryazei4ybqoyvqv	-0.274151620365609	409.905188986104	0.0	7.45108777207936	1.91018907737904
did:plc:2oqsj6fzichmlfdaytbleyiv	1.2971412712313328	1.2971412712313328	1.0	7.40126094252919	1.04330622466864
did:plc:2osrvx6kjuu7hnp2lyz3dgxf	3.2738304101418576	3.2738304101418576	1.0	7.23945961599486	2.27550729743108
did:plc:2otejz54xcx5es6hskvuv34u	0.242793454902445	710.012265499294	0.0	5.51431358173314	1.42691041211091
did:plc:2p22nhcoyi56w7vmtbdf5bol	-0.3090164425517	143.891930866357	0.0	8.86950003120005	1.07599315399499
did:plc:2p2mhxoxrm26o3y6jnegvb6e	-0.311097781138092	200.011759089322	0.0	7.323682533189	1.38117501875093
did:plc:2p5nbmyjgdt3p6y3khtj5qdg	2.9705807023804427	2.9705807023804427	1.0	7.54470369841571	1.72894332440739
did:plc:2p5o5supd4wr5p4v6qpsmuhg	3.1930199342891954	3.1930199342891954	1.0	8.01037415395085	1.98579234217215
did:plc:2pf3pg3il5rx5esrqejdmwck	-0.19405288084177	616.07222021486	0.0	6.82005660998987	1.9221876913985
did:plc:2pfl4ydk7itvk6iwbayfgquy	2.017434195437179	2.017434195437179	1.0	8.35402585620763	1.21431675444156
did:plc:2pnbimdszewlmysurctod7xs	-0.268008053323345	487.059022368552	0.0	7.33238235239511	2.36451541563096
did:plc:2pptk5dsvn5x6mie2oadlsu6	-1.26565275286896	379.695825860688	0.0	7.06949858321637	1.11511120731859
did:plc:2pqheitu62jnwjnuxbbh66pq	-0.0603773896364037	816.702915148336	0.0	6.96711751990982	2.38298735169876
did:plc:2pqyad74a76lzgpbrachdyu6	0.0002300272340450375	0.0002300272340450375	1.0	8.91105488538231	0.480319254703795
did:plc:2prqgjbna5myxdwv7xckunmn	3.4104223044547153	3.4104223044547153	1.0	7.46175769608408	2.08717521050111
did:plc:2psan2wbmwpq2cndv35czicr	-0.343397760437167	233.60898957592	0.0	7.25658071090068	1.62586976011696
did:plc:2pue2gtnibsyku2amyiskydk	-0.0856995505457348	827.776595448366	0.0	7.03485844293938	3.05584089700931
did:plc:2pxbmm6wqqxkn5crksc5drh5	2.960367300617363	2.960367300617363	1.0	7.88956108134262	1.58405761482222
did:plc:2pyckyxnxpsvhjra6cex46ia	0.265946487403305	325.510448019978	0.0	7.11487240135917	1.68023354824286
did:plc:2pzh6omi4v7vqar6qs6ris6z	0.1878204307144488	430.0293153166033	0.0	6.18336428360616	1.87095575284859
