did	duration_meanlog	duration_sdlog	gap_xi	gap_sigma	gap_mu
did:plc:26qsbn7lcf6v2fzogt5zdcnm	3.10862210784578	1.79982502890112	0.772280371186833	1884.80771020918	0.0
did:plc:26tmovi26tyclk5pxlpzlcto	4.72648561387529	1.4498259899266	1.018089960975974	1867.995126675136	0.0
did:plc:272of7cnxtscbnxcxoefoq6z	4.94513377707086	1.51172078836147	0.6507523146151369	1075.772384899539	0.0
did:plc:2762l3a7vuav3yezspd6awax	3.2238601406416	1.77708807519506	0.6259418161608521	3066.738965923258	0.0
did:plc:27dunbh44kdpazlgwu4ulspx	3.95032203293744	1.35712193577283	0.5611552002165335	2606.034274055692	0.0
did:plc:27vvvxclwzc4lculhtpio66n	3.6258913920888	1.56126226493987	0.7726330816276585	1583.0282384710586	0.0
did:plc:27xaesnzahtlazoyie7uc35j	3.71882408530489	1.86926331471296	0.8888477062241275	2348.9365498034285	0.0
did:plc:27xcebu4mcwojdi2fsglmreg	4.72228534837487	1.35981194602074	-0.215543290954124	16011.6473289137	0.0
did:plc:27ya65ltuz3d3bv7bkostmmo	6.78762705472854	1.48899097117531	1.103145090537126	195.34486930851526	0.0
did:plc:2a4dllf62n5aoryjaffqmgze	3.53537997764419	1.27441486978322	0.35224870803300073	5357.691897958554	0.0
did:plc:2a7fmgdolk3a4xiohlpczblf	3.1399877596587	1.62707964572309	0.6503793792654157	2812.190124561878	0.0
did:plc:2acuskfvhv35adqai4cjpsmn	4.14524124081186	1.61118503062061	0.9045640663516454	1482.468995435299	0.0
did:plc:2agq4awpwiepg4ph5seicjo3	3.15339869531126	1.54371792932947	0.6417804181284033	2688.3990151773596	0.0
did:plc:2ahpqbbpdwzfc5m23egb5eyk	3.78669814281208	1.21642517288232	0.389852257100592	8083.7983629207	0.0
did:plc:2aizehcdydxboazl6ierwg4s	3.7664547466277	1.24188846134043	0.498086904374572	6626.34293711774	0.0
did:plc:2ajxufowgsgu5byfcxvczras	3.54283011020186	1.14682453305268	1.0301856667053069	1843.0962220595552	0.0
did:plc:2ak5ajeayljgv6nd75uhnl66	3.29086629650459	1.5928997761925	0.6042732451794348	1435.675517570765	0.0
did:plc:2anjmxalxaorojbrwkvkghrw	3.44265281340488	1.5941242557468	1.1858940300237732	1664.3904657315277	0.0
did:plc:2aoh6c7x5ow7por3ykixprnc	3.74554987128789	1.48373102087521	0.449415286108769	1908.13395668208	0.0
did:plc:2aq7mw6q7vswasyy23z7wyjx	3.44487267450487	1.57401962818565	0.898356911849843	2911.3524747913593	0.0
did:plc:2arrrwmnrtihblpuxjxc2cha	3.71705305281843	1.54095916858558	0.600100577277128	3666.91828803063	0.0
did:plc:2avgdghfj23jjfufhtwb3tya	4.25917871396343	1.35120211883842	1.202131385225408	846.3536050878338	0.0
did:plc:2azpp2h5wigf6lfi4mhgz2t3	3.93014013813501	1.3996156995394	0.7257032697163003	1435.7614828462656	0.0
did:plc:2azwjoq74hjp77osm3rkhjfu	4.07972115734415	1.46161097983101	0.600490269297308	2147.88381338835	0.0
did:plc:2b4vytw3k7mrk2folw4fcils	3.83644169543288	1.36048598141836	0.683847800140582	2457.65236999546	0.0
did:plc:2bfwilutgjecrrhfuvntqbcf	4.4560954664354	1.46670545198944	0.6105362888350391	905.4797726012059	0.0
did:plc:2biqdj5bvp35trszgyemljqx	3.87256227234349	1.3227465971364	0.5271982928340927	1884.953883281976	0.0
did:plc:2bjllmuppr2y77d32ic3nxsw	3.72910746401235	1.51507337654432	0.585604935200322	1423.37036829249	0.0
did:plc:2bk2cr54xkd77mysy4asfdeq	3.92355866578813	1.30464146315658	-0.241751122017482	14171.1236377865	0.0
did:plc:2brr5gugehxnsaoymlffejtx	3.65759078285991	1.54121302289561	0.5862195372125055	1863.8982193196734	0.0
did:plc:2bsbpavve3xn4q7bhk25os2o	3.59648918432298	1.44945109192038	0.7952957123069647	1506.8539543469453	0.0
did:plc:2bzsplttdanf2zwjbyjx56e6	3.31140950984775	2.08199276677568	0.9630061519890148	2269.612720811299	0.0
did:plc:2cankwcimd5n5qnztn3yahc3	3.40172793973515	1.47900197680803	0.6184379907284968	2152.5375994011956	0.0
did:plc:2cfn2iw2afjsltmcxen6cns2	4.68636781519714	1.45289596825306	2.1505954960392746	420.7953114738546	0.0
did:plc:2chht6lkoe4yrxmmdzphzurr	4.14354578310869	1.38635269957033	0.9848288154911193	610.0595795109344	0.0
did:plc:2cnvhyhjw65ogs4cdachlmjz	3.25848800700324	1.24007045637605	-0.524881773571684	22631.740382019	0.0
did:plc:2cy6k3xykur6rts2immrgzlh	3.35003535708206	1.09492850576037	0.22025947760869266	6294.357198196025	0.0
did:plc:2d5tigfjv3z4zxadq7z3vcoe	3.38126312163706	1.95444574985717	0.6012206696178032	814.7981597577284	0.0
did:plc:2dal4yu5zq5bxmemogtkgljp	3.91871377631058	1.43711824743194	0.6127543388816139	5340.572351578419	0.0
did:plc:2dhb2gmxjohoirfahihquz6t	3.47035371073724	1.66387361258597	0.6961130181764724	1073.1664040363694	0.0
did:plc:2do4oup6zwoxiz6hb7zf4bzn	4.09521597184757	1.41002311910219	0.645482507122086	1204.11653666946	0.0
did:plc:2dxr2ctiyolspakma2aiel5z	4.35789173678035	1.51014881318554	0.6960814991122355	1167.8663334581458	0.0
did:plc:2dzbu6r2g3gqcrcio6yy546k	3.56926380513005	1.30986380553263	0.5722406957024365	3787.3537986799174	0.0
did:plc:2e3ybp5zlnxyizqpmozjiioz	3.16994716910312	1.92268537829038	0.6479841095535037	2749.545969245597	0.0
did:plc:2e4bpotb3wcniy643vo6xg57	5.3839250298204	1.47926007303916	0.7132737982992581	342.08381468165015	0.0
did:plc:2e5jkc2bmrhntmpsbwnvjekf	3.54403779091737	1.6532831645685	0.599672822232438	1598.34016621821	0.0
did:plc:2eatrhvx7asqudxl5wgkoswg	3.5664234928418	1.30446019611728	0.4132761417810812	3801.5153066079442	0.0
did:plc:2eebvejhh4t3rsmv7dp34wie	3.53354618222594	1.64404859587703	0.431856429011983	3955.75529135313	0.0
did:plc:2eiis2pdfmmsusw6rzgazfdr	3.59300613226623	1.34619275619228	0.601343768897999	6886.726265530118	0.0
did:plc:2eksxwg6q32llpcl36qilmyq	4.57042721908299	1.03130504659448	-0.0962455417594153	16319.6589297641	0.0
did:plc:2emrkjrgvd3j74bzoi3xn3xy	4.30770118535044	1.29382036879592	1.0154123418939216	1250.6892137548082	0.0
did:plc:2ep7p5mnmq7sht2ycp3dqvhs	4.16057101065471	1.37079404679927	0.7872357207611853	1158.6766678104657	0.0
did:plc:2esoijljbjkhmoha447agnzk	1.82914478709561	0.74098225150686	0.5742794518527071	2785.829620937482	4851.0
did:plc:2etirfyqqgrsbe7nibl4eyx3	6.37715418467759	0.92634696050521	2.4971139153007504	154.24458042317343	0.0
did:plc:2exwqjysycx3or56ipi67zui	4.79194905723584	0.856311191369667	0.11234421399781	10501.9599657517	0.0
did:plc:2faxqvnre7wcgeecicf6ifwo	4.68381238674614	1.06319543966602	0.8179918247639527	1074.5841304779551	0.0
did:plc:2ffie7svwviaoyrmkzzb4nh4	4.23573191940109	1.16578867986381	0.8486869788534318	1599.4093306515456	0.0
did:plc:2flbzgpacfr3y3omsmgu5a2p	4.01142967977516	1.53399920941126	0.6232206939962968	1096.3812610851085	0.0
did:plc:2fnnvk6ch6e3udkvs2itxtbu	3.72576229977407	1.43404553045053	0.142464483282345	6521.56843944454	0.0
did:plc:2fpmnztn2k6pecffykeelum2	3.8260252383333	1.39095822346936	0.496433461271523	4337.5391916568	0.0
did:plc:2fqsvxoknjq7rf5d4u2uulqb	3.50609972816246	1.60064286650089	0.4812687474567419	2463.473654396726	0.0
did:plc:2fzxb6rqernbcn6kuiyec5jq	3.48191854988688	1.26847562578567	0.5347240124804534	5378.866588363768	0.0
did:plc:2g2bqolqtyjtc2mjjvdfgu5z	3.79616093539139	1.53961330427314	0.7524848975893603	1466.4110335396604	0.0
did:plc:2g2qfy6jqrtmgim37b5jt7xp	3.94652903446692	1.06649784712354	0.5442522417465309	2760.5763169496413	0.0
did:plc:2g44sisoftibzygqlcsjglb3	4.55719490993783	1.20212805317302	0.7006421960520938	1904.5666981983995	0.0
did:plc:2g6vttduplvwbu6yjtsdmcqp	4.79493215663395	0.991691951859501	0.814165552595891	1962.0427740440975	0.0
did:plc:2gfdk2iorjmjgywsg5ozo5si	4.21320119346532	1.19443437700792	0.686731465004377	2755.34973287631	0.0
did:plc:2gpqxv7jpp4snacxcvmwgwxi	3.53469269882745	1.44180374270421	0.539446714337093	1689.81829736247	0.0
did:plc:2grrkxuzz2jlr6vrtdyqtnbr	3.74543997625866	1.46377867799902	0.6083046088562657	1067.6034699126728	0.0
did:plc:2gurvm4ovmgonsjauq23dfes	4.0160899150227	1.30338433068766	0.561657740398149	1791.71591438667	0.0
did:plc:2gvednadfss26cvzehitdqgl	2.97678161490557	1.39891480639158	0.588759192080067	3854.00183135752	0.0
did:plc:2gwwgyrpohlffpk67643e4pt	4.84340086313695	1.13876544467517	0.8253757349066422	1103.5573027494304	0.0
did:plc:2gx5fb3b2knfdgtailjyablw	3.74970055921137	1.28376242526092	0.49203250012349997	3898.9362308074906	0.0
did:plc:2gydz7pmbvdqqrfkofcerm3r	4.51264487228705	1.63863844801368	0.7935295027014541	1006.1290679570676	0.0
did:plc:2gytajksefbrjottaghxm6zl	3.768039094708	1.53386606628558	0.6746065700868128	1131.691969304844	0.0
did:plc:2h3tzcxuuet4qa5frlfqrpdu	3.23708050249556	1.53803598495328	0.5086277137704337	3921.017071779304	0.0
did:plc:2hmnqdz5kuw4lgz53gbzvu7j	3.47155540158457	1.5186824678248	0.08699174477069144	4806.032349648508	0.0
did:plc:2hnz3cyetceno6nh5vlj3uq5	4.55230000640862	1.70189427300455	0.5780205859010121	394.09704662098335	0.0
did:plc:2hq65l6fqxmilw4wsvgs6ho7	3.12631536992851	1.30412090863206	1.273189985313705	1344.4385031893523	0.0
did:plc:2ht4xr36odx2pinifom7v3dz	3.63248852573076	1.74085871802579	0.7286600758164098	1104.2169499356366	0.0
did:plc:2hxxraat3fprqvjpm6fb4x7j	4.88493242864051	1.54172648340567	1.1138591365765713	915.7139860806542	0.0
did:plc:2hyf4yuutbwngep5m75276c3	4.09490800764419	1.5774783438267	0.8552941832871873	1065.1694735524184	0.0
did:plc:2i6bfk6xvsj4araci3vgvlkd	6.2264698007897	0.874811035402491	4.00577098233649	4.00577098233649	1.0
did:plc:2idzrndnfqvlc5sd3ypztbdo	3.46682522130244	1.7948587104309	0.5687064590730159	2239.6898276362267	0.0
did:plc:2iouaup3td34tmu2rwxtkvgv	3.26000988195872	1.61202856938058	0.8872710271465701	1293.417544964845	0.0
did:plc:2j2ejtmurgj25iacih2o3wdj	3.37499781328846	1.36987900478729	0.744951064817767	3363.5711371651	0.0
did:plc:2j4tre3r53gzdz6lncqtum36	3.52295826589965	1.65956236196595	0.5767704658901155	917.0694930673252	0.0
did:plc:2jb22gib3f2cfgrvx6cpc2kr	3.85442777530576	1.37873868987625	0.484385269715056	1758.34473020985	0.0
did:plc:2jf3yjc7fzmkatgrzftj7yft	3.70222140951252	1.33552349761105	0.6326019332932773	2583.1518548399094	0.0
did:plc:2jqhktmda3nbedb7segvot4h	3.11659567310017	1.34727316034707	0.2973204787133857	4871.044551451232	0.0
did:plc:2jrcfsphevwlvvf4hogdivq7	3.74039571277528	1.49113878588387	0.8995204773679135	1990.8673608527872	0.0
did:plc:2jt7ewauqcpbeyqi7rqpcdek	4.41462775797828	1.40601846071875	1.0192175281036717	2141.733794883348	0.0
did:plc:2jtfbuk45lasgppbokwsuf7u	2.85808768250318	1.51250067046671	-0.0889573577121974	16709.9330177946	0.0
did:plc:2jtffkrgjrrtb5nlfb3nclzt	3.39729664017339	1.33830600905971	0.46807468023975096	5204.636273254428	0.0
did:plc:2jtvxblroeu2twmjcfjvnq7b	4.22517434052546	1.10151532541182	0.549799010433521	5320.00802365279	0.0
did:plc:2jub6s2upv5zzwjyb4cyx2xq	4.18287024064192	0.918231927154309	-0.399861646731897	18190.2083676471	0.0
did:plc:2k45lv5jt26zdsix37lqziie	3.54473490502255	1.67998082306764	0.45239799308148776	4625.6011029916235	0.0
did:plc:2k56xrpw235z7nf5sy5efyit	4.10868619340237	1.63853244129769	0.7890540166299024	2760.1768599857633	0.0
did:plc:2k6aewhhpum6jhsltacy6zxj	5.21680930714932	1.38277616980378	1.0420492611524386	1881.678022310027	0.0
did:plc:2k6vxlxke6bocn4egcnwzxwu	3.35316696884534	1.55081191442408	0.4751724077194373	2305.186401173954	0.0
did:plc:2kehafz5dwavq5kiz2nxisro	4.88478195731218	1.21994300920284	0.7574716760776923	2116.421003809837	0.0
did:plc:2khkfrtuomsixyn5t6y4y2j3	3.09413954277979	1.93533258592871	0.162765120540088	14427.588123303	0.0
did:plc:2kmahgtv5ue6ocqusel42oph	3.66466531583801	1.51039979515039	0.5718666170200988	3292.7073510173736	0.0
did:plc:2korugzox5bwutd76bwmgq7k	5.51770589871526	0.876415531166997	1.0404749635710693	515.3712249002893	0.0
did:plc:2ksz3krcezaqkn3sgyphg2cs	3.83913296256234	1.66518701389942	0.432874427214908	2853.7640656625	0.0
did:plc:2kvzbyb47llx34vdrxlz6mvl	3.43509619944561	1.49171637489443	0.434264962071006	3554.81093959899	0.0
did:plc:2kwo23sqayps2joix4wuomsg	2.49997201814277	1.62856314896185	0.402274357800463	3336.18858501776	0.0
did:plc:2l2z64r56ubrpo4wcq3gucpg	2.98624742622287	1.86977174892708	0.494712608935357	2129.65752022669	0.0
did:plc:2l3av3rzxxkzu54ts2xvvxuo	3.93706464576901	1.38151263283291	0.6542505821606276	1708.3654235467639	0.0
did:plc:2l4izgp6z5vpo7f4g65uzerj	5.69725042447538	0.69475813978378	0.47050202488312	278.88941921119	0.0
did:plc:2l5zi65kellj7verawukcmli	3.48562417295491	1.60371169849972	0.47086387285510245	2010.8208859248414	0.0
did:plc:2l7dhzyvvru6vo7mncx5fepf	3.15037020391214	1.58832942678493	0.4681522080005574	3980.2449734330135	0.0
did:plc:2l7yecagdoswffsjpsqua4fp	3.87841380196301	1.38709063534215	0.5462670118100162	2417.01383698717	0.0
did:plc:2lenmfnged5gwa5ki5mar65p	5.66665003689014	0.877976635540762	1.5417704065669031	282.622848706224	0.0
did:plc:2lftofk54c352tutjtlpmifb	3.45406944018627	1.41051566452868	0.673013184385196	2533.35221508156	0.0
did:plc:2lgxe3nh72x2ovj6bmoy6f43	3.8607028358387	1.2653448527261	0.2543227235278307	2362.1081759181407	0.0
did:plc:2lhj7a47dcsnfohuugl7j6cb	3.58964320606022	1.328737555747	0.4824698938360301	3555.919296231529	0.0
did:plc:2lk7ylfjaglc6nbhonfhzdij	3.50033836630944	1.36470856278859	0.5448306435609607	2317.0365081652417	0.0
did:plc:2lpa57hdqtwmp2av5ljnxjc7	5.18017789141544	1.15298408831679	0.8231772672839376	998.6327944195411	0.0
did:plc:2lsmqs5q6kheypemqzwbkqp7	3.93272846602751	1.40097706127594	0.716888951391149	2393.49783577731	0.0
did:plc:2lvlgask62vc6ts6obvuwynj	3.43098564245567	1.48294860116443	1.0622559512000886	1104.2063066908775	0.0
did:plc:2m3svvlkj3dwo4yvtzjfgxxq	3.41965168560358	1.68185615701722	0.520083224232753	965.9225628718705	0.0
did:plc:2ma2idcmpjukdqdempoqqwuv	3.44772915572669	1.60454778151525	0.85233834923894	1593.6478625567338	0.0
did:plc:2mbw5kee6f7bbg7a3cwgp2yi	3.43483708532328	1.55749454624104	0.521018582477297	3499.487523093675	0.0
did:plc:2mpelz3eyev67wvkuih7rzbd	5.97090837655726	1.05171913129681	0.24601651536196	180.508401306193	0.0
did:plc:2mvkdyhyl66huih5erwulffm	4.09558506941072	1.44185335510361	0.6702118511035362	1953.0307394155652	0.0
did:plc:2mza2tomvyzw36x7c4lgpr2o	4.66061451507609	1.17680396748328	0.6114242651632671	1891.1999940658059	0.0
did:plc:2mzbjqp25okpxe64pdj5igrb	3.356009366694	1.42414622538314	0.587249178387108	2415.73475929449	0.0
did:plc:2n3cqeiw5g2eyhjnnswwbhko	4.02023157752549	1.45731406317286	1.2685123179399722	951.1115851293087	0.0
did:plc:2n3vbd7hdxb4rtvgxakpo7rw	3.57001041573533	1.68356667497661	0.8987702921091364	2840.474245027264	0.0
did:plc:2n53jyzkdk4lkrobzxl7tezi	3.50956922505067	1.50554462615703	0.9660598828518214	3545.3722060564764	0.0
did:plc:2nlzexbhl5ehelwkntntspf4	4.51406515126704	1.77589284909829	1.3667747393409633	571.765371277761	0.0
did:plc:2nmkvvu2kgcvwb3c3ga6g2yq	3.64593993120346	1.68546997075842	0.5343534304804681	1627.92780023239	0.0
did:plc:2nncgscrsfzfdga7pu4tg2s6	3.55058846967271	1.49534342765508	0.7361285994095031	1999.9715367947533	0.0
did:plc:2nu224fu5whkiitpahr6nhe6	3.90375342993803	1.33710131666169	0.291675675817157	7470.4917401949	0.0
did:plc:2nzfghfxnwhngtmidgjtdci2	3.71331245496393	1.4515770503436	0.702348459981193	1674.98747133446	0.0
did:plc:2o2gnbmwylm5nuxsnav4gj55	2.66537079508984	1.24475391579799	0.183958298115041	7222.14749652244	0.0
did:plc:2o2qu3yeck64eqc2kogj6bls	4.30073602581293	1.48763006162867	0.47526727491101683	4083.5400584520926	0.0
did:plc:2o466xp6c3skvgohmzgdofb4	3.94349389357473	1.56670524690322	0.7654480558784117	1242.9142110468406	0.0
did:plc:2o6jrsnbpqntatpe3lt2k6kw	4.1331036755252	1.50088577947716	0.6993425793688918	1079.7590979914714	0.0
did:plc:2o7oy5n4tpz4hiacdsjogwyc	2.86890322393143	1.46163357804278	0.277023350139713	5838.39122059693	0.0
did:plc:2omvmkcmsgkcevzsenbrgsat	2.2932732952948	1.43117254079453	1.0744407850641382	3154.973589391104	0.0
did:plc:2ooqwumbcdwpmwdpoevo4yjk	2.73620381015886	1.58562194104881	-0.0371964745349871	10716.9962142943	0.0
did:plc:2orixlyd3ne2w765zrzf446t	3.27631202962982	1.62393271853725	0.35364859607673704	4224.897375106724	0.0
did:plc:2osjio7mipkvbowv5yw6xeg6	3.93551280374922	1.40320649005877	0.6888708245837734	2027.3633093321746	0.0
did:plc:2p2wwtgwdschvohnfn25los3	3.35675402263314	1.92073294638894	0.6901688880120321	1693.974610817494	0.0
did:plc:2p4nrqcttda3asuadlpst4po	3.85633307185172	1.55022335353383	0.6802996368346758	1568.0188210342355	0.0
did:plc:2paf47wfpd2dopudwmptsgzq	3.16783197902656	1.88314627969055	0.585804260614312	3485.2648726976	0.0
did:plc:2peokmtjhl25zflu4o2tde72	3.41272750251804	1.21890181456831	0.6533650117650219	358.044026447232	548.0
did:plc:2pflhvr2ckbpinjlfurq4ey4	3.30033840550693	2.0094948505004	0.519996312660375	2602.22529264246	0.0
did:plc:2phdvo6gu4nsbxqelvqrqhqe	3.554435362551	1.44391676838367	0.5190298942708848	2106.9759715895984	0.0
did:plc:2pjh3iwaxnwjcnmz5sebsq6r	3.27750076704006	1.53221664726717	0.5263738143669642	827.1239507201163	0.0
did:plc:2pjkti2stwcyifhxtyi2adh4	4.14017790088327	1.41060825963141	0.6271161164196215	2097.020165942338	0.0
did:plc:2pllx7fhuuo4co7ybzqlwepe	3.98982876988942	1.25262525379023	0.41872748369712	5076.725810932399	0.0
did:plc:2pv6hfvcxgndy4lqtphrizsx	5.40356439704583	0.759205298168151	0.652270110450655	1563.09232216547	0.0
did:plc:2pwflekhstxkcvjujwa4v2mq	3.08912234629085	1.65824531023854	0.8200312297518897	4132.0502087555715	0.0
did:plc:2q245rk5bgckrp7g5dwrdsxm	4.13437235866322	1.43773895390914	0.7770508818250773	749.7944109415087	0.0
did:plc:2q2hury72sdetipjbl6w65ci	2.80563646302422	1.82109465846888	0.524571983972003	3197.24982778161	0.0
did:plc:2q2sd3enss3domgu75cbb7te	3.71257037138098	1.88785255769803	0.848549682947842	695.916565524446	0.0
did:plc:2qcvlnkaucz2vdepmxvxyovw	2.58125325333497	1.63567005400728	0.182142776999369	8127.34460117656	0.0
did:plc:2qnen2f364chxvmjlh6xiyel	3.09855271231303	1.82978814478655	0.32395627172027	5723.79567736757	0.0
did:plc:2qp6xgwqtxd5dil2q4gwxm7o	3.15036426543849	1.80168551655652	0.741164456369168	3075.4190453764	0.0
did:plc:2qvpryen3vbidh25vqpz7zgg	3.86225710216169	1.32802073393279	1.7857291697328463	1097.7727982562456	0.0
did:plc:2r6kd2clxbadom5x6nksparx	3.41054087233275	1.84502879370735	0.464668115775575	2183.85807435583	0.0
did:plc:2r6kgbsy57ccbmgn24pqwcgh	5.23031246015086	0.432802346084788	0.152976034186611	1040.34418968782	0.0
did:plc:2rmyny636ftkpfw366u4ozj4	3.85720402583739	1.43252930609164	0.414662530244441	3390.39460738759	0.0
did:plc:2rrzwmbqdxm7gll65i7r3ons	3.22973822665756	2.00806529531649	0.7661365786577584	1451.4505438002977	0.0
did:plc:2rsctfhevbiuyhwmglfyun5r	5.67621119435438	1.13300175993643	1.173339575187046	264.65760977510644	0.0
did:plc:2sci5y4qjppilippbteotcgx	2.50418603619656	1.56265776606933	0.4740320639342867	8034.737091080454	0.0
did:plc:2sdbhoa5xczrx6b6svhcdlfq	5.02227040452662	1.08072590449421	0.585323101907328	4735.79501159628	0.0
did:plc:2seacnm34vz3y3tfoo3pe7en	3.73655603224232	1.39750672270465	0.5806263021781134	2358.7149992083514	0.0
did:plc:2sejbsgrnsr2b5feo2ox45gr	3.25201944984101	1.04993111009793	0.20900981771080787	9929.500902405243	0.0
did:plc:2sgjbguzan2exkdbzcxqmnqi	2.7184676489066	1.72099620679858	0.6262226272005631	4431.127668654473	0.0
did:plc:2sl2ak4kowb6livocz7kyprd	3.44295001577519	1.33296719543899	0.634994198647813	3466.04161372719	0.0
did:plc:2sm6uait3tsks3suqeq7q74k	3.24056695214343	1.42930591326387	0.5001568898856803	1813.395583845286	0.0
did:plc:2smxtsphrztnpe3le4fua426	3.27398369472984	1.35730121833992	0.4123311625615329	7261.482765142416	0.0
did:plc:2snxsa5duga2tnczzsk6lbl4	5.46584956926105	1.54085195786494	1.1324445755838217	220.63412623926703	0.0
did:plc:2srs432erhseatt344smuh5d	3.67462864690752	1.29561168363137	0.6576440366454683	2346.6569734440995	0.0
did:plc:2sxlhru42q7uuy3pioot7gtk	3.4980200235512	1.55097579064313	0.5597263040718367	1343.6922881770822	0.0
did:plc:2sz7lzabaabo52nd2p2h722t	5.39650315498261	0.734008920277796	0.7807622911323089	621.8277120172966	0.0
did:plc:2t4cshnbz367eamltcyhqfen	4.42592524572545	1.32446408071999	0.7098621032722519	1614.9475667771014	0.0
did:plc:2t5q4rapfpz3kcwyzljwwpx6	3.23590803854727	2.03172582806732	0.4856198261271569	963.3342909661716	0.0
