did	duration_shape	duration_rate	gap_shape	gap_scale
did:plc:2dybnhwtfrnqbansgh3hyn5h	0.569241524485136	0.00299612327013202	0.699255939782743	3520.67005839379
did:plc:2dytfipcrt52ygv57cjfj3su	0.770800676636556	0.00325459287562521	0.729317885184273	4377.57584024389
did:plc:2e34kxtvdqc4xevfx7khqqgi	0.586057758476857	0.0022022316950576	0.525377671936326	4973.79182411601
did:plc:2e3x4cgi4xlv5ca4xmpyocpf	0.677655702394754	0.00540330690374813	0.662455355490196	7689.83298554213
did:plc:2e6bftmqw67eb3t4p66dde3h	0.535061307386408	0.00523454560297477	0.717781902828419	15002.0737120036
did:plc:2e6ufhj6wk5dftw77re47rx3	0.592144218700862	0.00520104818941138	0.637761705276935	5815.85603651318
did:plc:2e6wnpw7tktmbqf7t4s6kgom	0.493427005856652	0.00328635785437399	0.731505937541556	9760.50759568052
did:plc:2e7ybhvu6qde2ytirerk5rao	0.738622154755729	0.00493924221778983	0.687016596780375	4153.35578237176
did:plc:2eajqd266u7pet5n4si632cq	0.792983314740387	0.00450944541419819	0.660278619788474	2933.70493551326
did:plc:2eamylq2754o2g6x6ypoc7f5	0.682726591915479	0.00491910880391369	0.654466629405152	6051.74607950461
did:plc:2ecswcbegw6eog2wp4mms6ob	0.488153361051163	0.00407699543031902	0.745296778929628	7458.92943524837
did:plc:2edsebikqtap77osjghtvzfa	0.738072059662175	0.00801900828601469	0.817250915697769	11659.2864180348
did:plc:2efvkdrnwcdbpbv37wvew6dw	0.603100567945588	0.00314717344294716	0.590972279642349	2701.41648822937
did:plc:2ejousdofmeegtfc467uszsc	0.651928669955964	0.00422007740090317	0.676178435967145	4800.34698705017
did:plc:2ekrqfdiavczxlxvlnor6zff	0.842229478904282	0.00451800852349579	0.654447164859977	2173.48129659457
did:plc:2ekuvuomwze723lzjpm2o6yk	0.746692112076709	0.0041387693656002	0.650113226438714	7242.69322769362
did:plc:2eliswpe2unqaulgpefmuovf	0.71897407629887	0.00783707250155618	0.596964848569201	7254.57995470951
did:plc:2emn77klwws47rxflhxfgepq	0.631329444352658	0.00339899573080383	0.77278262936805	14550.5396938098
did:plc:2emoeij63gcbtarjhkrtyhtx	0.699713199247529	0.00373657020464848	0.701178577056551	7256.77526763972
did:plc:2endkzzlmn23bz6r4p23sosd	0.726317193432522	0.00525523089944482	0.625499733975182	6988.38669237975
did:plc:2eo6pqby4dzwy4lz2f44p53x	0.732335488942031	0.0046326637285198	0.645930011315526	6552.95799747336
did:plc:2eoiwaa4dn77i5ezgmwxnodb	1.64872532199856	0.011311018320741	0.542810631045693	6133.2895402443
did:plc:2ep4czat3leisjm2wsgwh6km	0.47366074486745	0.00236419481801645	0.482061060813741	8832.13189701924
did:plc:2eqy5ufaw5gnafva5gmi76p3	0.613019804033373	0.00397394921489626	0.569802955777643	7161.0583601666
did:plc:2eqz7xssu2gu3ar5cjgflhli	0.589913361739582	0.00708226461171169	0.698315084728697	4834.93680803865
