did	duration_shape	duration_scale	gap_xi	gap_sigma	gap_mu
did:plc:2cugshdh4mzohakynxw72bk6	0.662448906102209	231.48081036814	0.6007479528840849	421.64311162292125	0.0
did:plc:2cxgdrgtsmrbqnjkwyplmp43	0.789104709668858	213.904288294803	0.8344065198388493	688.8283184693	0.0
did:plc:2cxirieib7cn6e2k3jz2ucsf	0.752310480227282	233.627453129225	0.736758734537375	2915.146872391641	0.0
did:plc:2cxzazd7wblcoxw65kvxqbvk	0.652054091949042	214.942937811874	0.6070537681111433	589.1058051510252	0.0
did:plc:2d3cwncmgfbvwsqsxcpjzhsc	0.728477655034559	161.522828518415	0.8077963504088417	634.8112842493314	0.0
did:plc:2d4i6jgzxpxuwsttkark575m	0.700269181896034	193.086943239022	0.8619634807065889	618.8177808085376	0.0
did:plc:2d6edyoag7whyxvyjzjoxc5t	0.661110087507277	185.073119603966	1.5130015984412948	722.531795694434	0.0
did:plc:2d777bjwdbfda3gy7rohwiio	0.756843089817674	541.450848117407	0.6570261661520552	1072.6473845824755	0.0
did:plc:2d77kpbu5i3jn66jqbl5ewhe	0.717489389427045	198.43849260266	0.8169096951857888	739.9253345289761	0.0
did:plc:2d7f363urlr4ctd5lwlb2hca	0.729420736996611	330.128069057099	1.2713715483886467	601.1521892429282	0.0
did:plc:2d7m5ipjzvt42cthr5ic76xw	0.641831457278332	490.192487164379	0.8609101440018961	387.2139004655251	0.0
did:plc:2d7w3gjam5eslcla3xa5lays	0.577984783234799	162.499335408121	-0.215199184067165	20173.3102001119	0.0
did:plc:2dasp3e3fapdbpxsemhfixie	0.887233696946882	337.261700866349	1.2827439132093281	665.1470450521148	0.0
did:plc:2dc6qfwmtqajq6iid4mj64g7	0.717236738290465	83.4770686019841	0.130765347689022	10614.8852421812	0.0
did:plc:2dkehmu7l5zxhwchom7qqzzb	0.616150412950819	295.592987308092	1.5656330421020044	434.73462821395276	0.0
did:plc:2dkomitnbpzs4k5fbbajk4n3	0.768498179892806	124.542982121309	0.6733945495713901	3328.321813089347	0.0
did:plc:2dnaeyommiqn7frompdyrsim	0.753243007663569	174.511620765438	0.21586351539284665	13367.78921187337	0.0
did:plc:2dqfu7dcwctkrqcwgtiuelgv	0.769021827780966	313.273740865652	0.715699101452439	403.34316235180984	0.0
did:plc:2dtdlwvtmtr574pcjrsu6lmk	0.811271206976451	124.400178495721	0.754332360162648	2219.55275400843	0.0
did:plc:2dttuz3akg7g6isowmq3le4u	0.839706384545917	183.521530208001	0.6233721344988398	2897.1801261949963	0.0
did:plc:2dupjoa7r5z4w6aopsh5hzny	0.841869940925097	99.4488124764675	0.6228975627228759	2544.6970805821456	0.0
did:plc:2dxklks3vn4s4xn6sk5aktm5	0.810565501627851	230.386861360918	0.8290979455395922	433.90109695929686	0.0
did:plc:2dzp37etqyuw7sbiwvwgslks	0.759690731353436	149.110448613767	0.8341747680519996	1361.144269923993	0.0
did:plc:2dzt57eclh35basg6bkg7s52	0.8116803078336	140.190980961338	0.49546445867793903	3254.1105471148767	0.0
did:plc:2e4evq7jxmuxyijeuf632lnx	0.707318592207576	71.5229045517977	0.5583832784884813	2176.1716093398886	0.0
did:plc:2eccvizbh2xcmn6mftmntkwo	0.801014675714425	105.951290989381	0.386160128172977	3254.53112577782	0.0
did:plc:2ecjse2vspta6f5veqlhynlg	0.756151144998965	314.693617546565	0.7644926192940311	432.5951284634543	0.0
did:plc:2ehc5xzgeb5hnc3bymbhiyyv	0.584021623373606	72.3298631834566	0.6878240837553876	1812.1156038951003	0.0
did:plc:2eiycb7k2puchhcwzo5xeuzq	0.787435426146041	123.743384821197	0.828089067109864	2012.1240175960015	0.0
did:plc:2emrvakd33o7q4ytiwlpzz2a	0.807417029804861	241.218566895726	0.8213628138191603	1000.4572068568312	0.0
did:plc:2epxpdcqnp672fpldsjyo6h7	0.832799980740018	82.0659644923623	0.803797328997661	3447.83258419499	0.0
did:plc:2etgbwm2s6glwadvacxclucn	0.807881327909492	192.325113688942	0.772150097655054	1881.3016568893745	0.0
did:plc:2etuejhludxfp2c5pgxfuyma	0.776842741713932	314.270345451937	0.760904600805426	1176.09866424275	0.0
did:plc:2evzqvjuq4r2jrt7tysrigjt	0.767384238027214	85.6192408616781	0.556059340987946	2216.46060412294	0.0
did:plc:2ewlefwkpvtpkmer32xr7xkk	0.800131148839959	124.092430473533	0.499067482062458	3113.27133196331	0.0
did:plc:2ex3rmt4p6pwdtpjd4qz6vt3	0.709017530949426	189.87869213028	0.658779585420028	1090.30760431697	0.0
did:plc:2exdn3qwg7zlgmkqwc6uc5me	0.835167950591806	213.119615497982	0.393602161260396	4545.49712599822	0.0
did:plc:2f6vb3pusi3gvhaewoxr463o	0.65636609604499	207.047268991483	0.8662646671749716	722.8377915548987	0.0
did:plc:2fazmycahtvcyo2ylmgmicq2	0.764601133400465	425.205465793414	0.9116503910418562	444.7311432108097	0.0
did:plc:2fbnpcmti4lnl62dhsl5qdoh	0.855265840262094	364.613674300138	0.5782296167717506	3021.851886273568	0.0
did:plc:2fizsnu4krwuiqtmci3gkeng	0.619822349190879	571.717505664687	1.673376537147813	198.86188180212991	0.0
did:plc:2fj4o5dypyrlztyu2w6lw7as	0.759805202570247	112.027331571433	0.674896090457687	1632.12266736861	0.0
did:plc:2fjubz5sextwj6k6bnw2umcy	0.786148906481374	283.778402788773	0.9540068327498993	794.5782038489497	0.0
did:plc:2fjubzpd7pv2es44teenaer3	0.719017477824107	252.112796497834	0.8131553512957361	1684.7814473851845	0.0
did:plc:2flxuayvffkbjjnptjtm5txp	0.684982232236645	210.295522044472	1.0985404055131414	2436.6383657796955	0.0
did:plc:2fmypsjplqokpfzfylkslu6f	0.930961035476722	553.224725136649	0.769968333195999	3373.59415858281	0.0
did:plc:2fozu63liuorjt2domxndcie	0.598717567798238	69.9193555543637	0.598396026603231	2627.34219334047	0.0
did:plc:2fpqf6dq4m4xr2n4cnwabbkv	0.78675704997552	77.2166052180227	0.5697672695169537	2744.3153383718777	0.0
did:plc:2fsrsv2z3kvwibizd7nyjpk4	0.781440476018352	343.580211702164	0.8847712056600466	559.6789891104871	0.0
did:plc:2fsvc5xvxw7ry4wmtpfkozhq	0.79046142206077	230.752517372	0.6532268288365634	1246.6398843448953	0.0
did:plc:2fvvo2oeardconpmtjqwzh6q	0.754997202282367	147.034515013171	0.5820784158852519	1604.090125898988	0.0
did:plc:2fvya6n5zs7jxj2rl5wfvkle	0.834975136148182	200.836139368769	0.4826184661904274	3856.3785127183173	0.0
did:plc:2g4ozpjxrwesjdog6eys44si	0.771454069569488	139.709511567766	0.6161770864207318	4091.207530388024	0.0
did:plc:2gbf6lpcgtbdw3gc2lbtisam	0.723120166269004	269.072900188166	1.1343618397639266	393.43989268910735	0.0
did:plc:2gbhmvinasyhzywdnic4jsi3	0.769504711774087	572.741808854842	0.8927693931483058	293.9779223878864	0.0
did:plc:2gjrea42gn3dbd7np7kpkxiv	0.847261986454278	318.834893970811	0.635504844777199	3011.84836024811	0.0
did:plc:2gjw66npbtyuvykad6gsp4m6	0.937361750659023	512.065457795767	0.9588825019591309	339.28698537837397	0.0
did:plc:2gkh62xvzokhlf6li4ol3b3d	0.773895523219689	203.909095544124	0.5650853747476452	661.2973256654125	0.0
did:plc:2gloedpzp4uggrkfwpiu7v5c	0.89045767471636	198.42595814063	0.7790873209062914	1903.8152123883604	0.0
did:plc:2gm5ib2kqibms235kee57lie	0.792874838981287	578.000545635632	0.7233770654500848	995.9456353819321	0.0
did:plc:2gp3m6bnzqynpqq4nlwto5ar	4.77736369972172	42.323095532889	0.8522710606519007	200.28369925319666	235.0
did:plc:2gvzsqgsltmnt5u36ywi3m7z	0.770704523339669	404.09157580552	1.0248328412379604	229.81590365842905	0.0
did:plc:2gwuv2ft2bkgya3iavxbpzrt	0.647637262423245	69.1426573029661	0.570839809572735	3321.51719148538	0.0
did:plc:2gze2cyablq566c3g5splmka	0.728532710516837	44.0844917764778	0.102103726648095	5704.24282292909	0.0
did:plc:2gzxjrmk523uvmmdksctwe6l	0.620193898803961	181.426387143049	0.7898298611194017	693.8566992762314	0.0
did:plc:2h2eevmzfyqf3l5tskwixika	0.669429436494024	143.89648910235	0.502849623479926	2736.0763899876906	0.0
did:plc:2h323zn7z653iv2i4relhqh4	0.79351174698916	195.20820405781	0.527081896326652	1623.88546973364	0.0
did:plc:2h74scq3noyzy7q5cp4iz2el	0.609882798128011	80.032735564992	0.5185281602496825	3377.4707263239293	0.0
did:plc:2hc35pcklw5bzm53o6qf55lr	0.759092575053836	760.060516837894	0.9059047993496853	344.92858663374545	0.0
did:plc:2hdz4kyd4q6k4hkiridxqau6	0.675953020572187	91.4138685027896	0.558641466631675	1911.50490909516	0.0
did:plc:2heq6i5e4wrb4rvooei4fuyj	0.915683280845345	263.008305334047	0.5995508247590495	1452.710727865452	0.0
did:plc:2hhuugb5gch2cgai3nisa76s	0.703631316722421	150.515961237334	0.6449404009107353	503.4390212188499	0.0
did:plc:2hm3b767k2dcts2g7adm5om4	1.17858112044327	396.817662948209	0.5961336765279175	2389.0330618592934	0.0
did:plc:2hmcfeqbdbu5nl47g2rccsfk	0.773736498445511	248.965113521082	0.5818555230711377	813.762538549549	0.0
did:plc:2hmw5yj5uqh47oc26x73tipb	0.797558828966886	197.194239679404	0.6271431369825057	776.081550444525	0.0
did:plc:2hnoqoa6lpjlfnkddo7xey22	0.601503611891254	84.6213977537832	0.569432723886431	1576.81778067265	0.0
did:plc:2hohlde373it4fe6rfiemh6z	0.736065805911482	101.548711908885	0.68792594280058	2013.88540913518	0.0
did:plc:2hopgxxjficrfjgz2i44noco	0.603253105454526	52.6661168347987	-0.395728683749835	29111.486932768	0.0
did:plc:2hrzao6m3p6v4nlvjhtmqiq4	0.809227122855424	140.700203908419	0.826425504695937	1715.1753292975598	0.0
did:plc:2hubhnlxyx5egiqbq6loc2jq	0.626878176514277	63.2505674770526	0.605978570439437	4762.17367972205	0.0
did:plc:2hveifmsujnwhogrnfzegdsz	0.881435885900575	653.773551114817	2.1684352795600175	249.17974621394714	0.0
did:plc:2hwxfi274lpwqwumh5ed3se6	0.647446714424244	87.4794877110184	0.7938674488327787	1865.9749629803605	0.0
did:plc:2hx3verjxfa4hhgn6qecdoq5	0.895003428979709	167.248762469144	0.6692163667937959	990.8065933814004	0.0
did:plc:2hxu2ocftoydjhmsdzh736gv	0.759729441640417	207.711226032468	0.9591700549925719	617.1103563932024	0.0
did:plc:2id6uk2xfgx5ssywlmwhuqor	0.590086831313631	175.306496007072	1.7358297920553603	522.8034292079934	0.0
did:plc:2igaz7y4iurdqb5criseil2r	0.773297200086833	116.552609307753	0.5871168572237514	1446.0303119763605	0.0
did:plc:2ikqm4ebodqcu3a2teqgwpl4	0.724961757056252	278.144995028942	0.6689909974438047	955.2846090633701	0.0
