did	duration_xi	duration_sigma	duration_mu	gap_xi	gap_sigma	gap_mu
did:plc:2g3p466mwex6cpt7pnlhi2eq	-0.392015992637105	251.286649273065	0.0	0.9265829798757568	1236.0518573671827	0.0
did:plc:2g5u5rkx7zip6zx6bps3dioe	1.5303855792893373	1.5303855792893373	1.0	0.483692081587949	6238.47734787896	0.0
did:plc:2g6dmszafishnhcfdahzzdee	-0.490779623825477	356.835111990012	0.0	-0.314388096104853	21677.9458908881	0.0
did:plc:2gczkingkvmnyx7ykiewxlnr	-0.656451604704884	774.823080379478	0.0	-0.605262902496381	31192.5820402337	0.0
did:plc:2giyb4p67wfujfjafgirtwqd	1.63751344880502	1.63751344880502	1.0	-0.0987956161870785	5194.67631400001	0.0
did:plc:2gj3ixcocbhpzmdrfb7js7jg	0.119139353064185	118.985882021385	0.0	0.522044890799148	3551.91817450296	0.0
did:plc:2gozev56pfqtk5ig3qgsgssu	-0.579342375412765	369.308648145791	0.0	0.48212985208612497	8108.673717475313	0.0
did:plc:2gsflwk77v2njmyhqw2bv3r3	0.6665618678341297	7.332180546175427	11.0	0.875914031255186	623.6507902536924	712.0
did:plc:2gwenrmsrgvxkmesnc4l2pun	0.149940431086315	263.218440935105	0.0	0.8816857411156224	437.8214044362577	0.0
did:plc:2hbjf4z6kanaol6kcqmvel3j	-0.355109435933872	551.604693957482	0.0	0.139502274500178	17561.3566641644	0.0
did:plc:2htxhqyiqdvv7tu2hjvxvxag	0.29080338992441424	72.80473206368653	0.0	0.5580362333476196	3652.9485766534344	0.0
did:plc:2hylvrnr3iiyepkhvmo63bwx	2.0943258601321615	2.0943258601321615	1.0	0.7084642562164709	4467.165719294582	0.0
did:plc:2iehcs3pykzr6vnnrixvhriu	-0.324268407022071	210.803627750243	0.0	0.6936325242415852	2389.3422302172703	0.0
did:plc:2ikafimtrwwzslpmnduy3ht6	2.780319499453556	2.780319499453556	1.0	0.6217322757526415	1821.904768510051	0.0
did:plc:2jbwxz2vcyl4xt4xhau6sgoe	2.024997339322975	4.04999467864595	2.0	1.420474587772531	1189.1752423763753	0.0
did:plc:2jbx6gwxa7lwrwpxs7kag665	2.966478919435889	8.899436758307667	3.0	1.0971816597202042	605.7427530555811	0.0
did:plc:2jihwey46jfqw2ktc6dbg22k	-0.62668257188925	580.391398293387	0.0	-0.554921926479176	24018.3974288824	0.0
did:plc:2jjqzndycaea3sfr5pvjyqbj	3.0098744049977046	6.019748809995409	2.0	0.21605269410047	2193.1486765824748	0.0
did:plc:2jlufj4nu7bwrog7n5fxexox	-0.23779069386351	936.858395721004	0.0	2.3206052134599786	197.24358854297748	0.0
did:plc:2jok2w6abegpwas67kqtny5l	1.419378246534502	1.419378246534502	1.0	0.321762944581806	6982.80058635335	0.0
did:plc:2jp33xj6xveixuwlqigw2575	0.16943157166082	174.491230328994	0.0	0.8148556208911737	1123.0123858926283	0.0
did:plc:2jrybcifqpctrx7dxdzj3ckx	-0.542127661794952	219.568126791747	0.0	0.32996000331713965	5661.042604829036	0.0
did:plc:2jwxoziacifmtqa5felhqms6	1.537473004183972	1.537473004183972	1.0	0.4737590099759772	1208.8907867938983	0.0
did:plc:2k63jfvlgb7lvm3ul7st64ha	0.240054592632945	169.094926329857	0.0	0.9284783648581487	946.8508347079749	0.0
did:plc:2kf2qj56o2vq7jfaq4x4ogp6	0.10954583981158478	298.75531953421495	0.0	0.9238486954927677	457.69578713164543	0.0
did:plc:2kst5ucj4fymcbevlulihdaj	0.18214452865943412	156.98710833182085	0.0	0.7304530839925308	1559.8069073730742	0.0
did:plc:2ktxv4wqxlmxlwsii2swl4mw	2.7590952810524154	2.7590952810524154	1.0	0.6774316315260304	1697.9121908118066	0.0
did:plc:2kuvdxnskat5tygxo7doo3ij	2.67828185554764	2.67828185554764	1.0	0.6432801590382448	1829.09338171239	0.0
did:plc:2kwslcpubnbxikps6ntkukji	2.841061407055506	2.841061407055506	1.0	0.7302184136339502	1140.1531537106848	0.0
did:plc:2l6fcopz6csuvjtsnrb2yylt	0.214041377885454	260.571337560545	0.0	0.6910578553970153	2765.5443011177053	0.0
did:plc:2lcgn2cjdn5cmxdrfyw4maeu	-0.284841712681092	308.413536084343	0.0	0.7288843448712355	1803.236598389756	0.0
did:plc:2le5msfkmlwhv2zh2dh3yzy4	2.362146237115818	2.362146237115818	1.0	-0.386786269003977	22992.6788645156	0.0
did:plc:2ltr2w5wh2jvuqvz6j2enfo4	0.5978209498588651	77.24456441342335	0.0	0.6332571975666225	1581.7054789823703	0.0
did:plc:2luok23xqdzh7o5xinsggasx	-0.126258692935128	444.943948928462	0.0	0.7923925981841325	1307.5425091998395	0.0
did:plc:2lvquzthwbqrjxssbvltfvwl	1.4970708097373104	1.4970708097373104	1.0	0.625488135230861	2712.12774910756	0.0
