did	duration_xi	duration_sigma	duration_mu	gap_shape	gap_scale
did:plc:2cmwxjuvlbj4i7stewu4fhii	-0.447201234062346	460.707040537422	0.0	0.569666474303536	7669.72076667743
did:plc:2coo3lmh4bhdodzdwd4dcqfu	-0.213722976782846	620.488881734262	0.0	0.416059875232147	8961.92853548995
did:plc:2cq7biwiuzeyef5v4qr33uhr	-0.35069929860114	307.066091277744	0.0	0.916634610380474	17932.9846332026
did:plc:2cqzicruvniqx75wdxsykszb	0.2724191775167115	94.34394221761953	0.0	0.753277042329476	6713.75493775452
did:plc:2cumhpearvwctdqu3wowmptv	0.3292403537885212	140.35015159624544	0.0	0.636181872222549	4635.12423768741
did:plc:2cw6u733fhys4yldfx5o6hc4	3.048832262343837	3.048832262343837	1.0	0.538004316519863	5527.90347874709
did:plc:2cxxt43vcfcmzys3hrsnqcjq	-0.393149256093064	356.663678925301	0.0	0.570503870176703	10040.0436972595
did:plc:2czhxyrz53mgpepc4bdo24up	0.23085715473856808	62.2539405590915	0.0	0.817521775921805	8488.43549712328
did:plc:2czqu3z5b4xuah2enr2xdq6o	0.305208302485421	245.048115762374	0.0	0.529470168813146	4225.28182856142
did:plc:2d2mow6tq7w5rfml7xkoeexr	3.118967076299987	3.118967076299987	1.0	0.803759817802632	5230.82080544777
did:plc:2d7uosjhgpbqz7qpemxnflqb	3.048509224739524	3.048509224739524	1.0	0.688766151571203	5279.40124071593
did:plc:2deiedtiwagncdvqocsss66y	0.2551006237649233	208.05427130492495	0.0	0.619402888845104	4319.45328601995
did:plc:2dejr4nmttuo5j7v4mmgtk5q	2.5018193000967854	2.5018193000967854	1.0	0.663568943532323	15583.0670224254
did:plc:2dfta7i3nq2vh5g7crip6rqf	0.20699495135371512	913.2450497293277	0.0	0.637088837355193	11683.3406654021
did:plc:2dgnf6j5iuwwncm6obbl2iyr	0.2781851080616669	335.05810968860675	0.0	0.570187879375507	2624.68753934437
did:plc:2dhjpzplzuribh62fa2rfnu4	0.183688688932557	288.474566088268	0.0	0.599525945034851	2686.80778242406
did:plc:2djd62td3nfhds5zfftzhldb	0.1957886940043233	87.85203679696427	0.0	0.777651856491681	13090.066783466
did:plc:2dojmpq3ynlfkdl4sxretjhh	-0.368050014311115	328.755951769092	0.0	0.570721523007904	6579.66027419792
did:plc:2ds3gitlrrh7xyb76finlhfv	-0.452248147034579	340.97790609018	0.0	0.679007270852663	11474.542768152
did:plc:2dskvwczupix7t72ls4dlsud	0.2589879148491079	160.59880481393338	0.0	0.795824385083298	13000.5996239488
did:plc:2du47atgbspphlophq3zejr2	0.258680381994124	211.016039643222	0.0	0.630470883572571	5051.65909098757
did:plc:2duecgiaw7x6wkvispmkxjcb	0.307417135147171	128.645941510791	0.0	0.584896843233205	4742.79683510438
did:plc:2dxietwjqcnfws37x5hfe3lq	2.68039103013796	2.68039103013796	1.0	0.72118270205306	11537.8048616358
did:plc:2dxpt7x6r4pjh42zb34fzqk6	-0.472612798950066	325.297062616762	0.0	0.677211342080319	11786.5843941342
did:plc:2dxxu47jnqwcea2r3dmcq3lq	-0.296763885653889	234.932062134457	0.0	0.823090363767754	10860.6104518002
did:plc:2e2yyqe7j3lug2367zjczyth	-0.229018300405217	460.728920756573	0.0	0.527353147021644	3561.67512399782
did:plc:2e35kiraarzvegwsyjpo56gf	-0.278602911900837	450.041779972118	0.0	0.574121300305559	6000.91760987007
did:plc:2e6vce4d55eihfy6cs3fv3bw	2.3069834338778223	2.3069834338778223	1.0	0.672935196578964	10414.5333861287
did:plc:2e7dxkzojnrcmx3aq6kzjci6	0.299607747425046	190.642135364372	0.0	0.585955372569079	7999.85857773146
did:plc:2ebcgbbbbypnwg54ndbf2e5h	1.5540862955415036	1.5540862955415036	1.0	0.944442239708096	8645.15681156716
did:plc:2ecr26wwk4naaiphl5yrzy2n	2.6901549343346303	2.6901549343346303	1.0	0.831827605390061	13788.3986234009
did:plc:2ecsx2punx7djbqlcwpsyjnc	0.3298409983356489	76.13340830141414	0.0	0.632210709729486	4495.24806564365
did:plc:2eda672fnv44howankryok25	0.3185029951339713	196.46085192063563	0.0	0.564518258838658	5787.96598369558
did:plc:2eg7bdi7oessldyoh5j2sma5	2.7465640236152495	2.7465640236152495	1.0	0.708936846293069	7763.09864707721
did:plc:2eiwcv4jiz7psff536izihdj	0.23945167894342229	157.0376486659559	0.0	0.661866626313282	2929.94970528119
did:plc:2ejmb7mbe5gueyyqmgwvyr7x	1.4324940297538895	1.4324940297538895	1.0	1.02665788708279	9440.24188821696
did:plc:2ejsurvilgxshd5scjwo4vuh	-0.444521675703023	325.20524191838	0.0	0.587544151704189	12644.9326004823
did:plc:2eldxerkomdynorc766kdllz	-0.190944384971919	668.917709608775	0.0	0.599380357847789	6106.0985952454
did:plc:2elx44ewsny25y7o6nkdgs7h	0.3516156933024333	118.18659347925897	0.0	0.663043913504891	2056.90173510697
did:plc:2enkjyfnq4yf4ezi7vbgtc7r	-0.349621939565119	376.728673782909	0.0	0.570756457717054	8966.31493150609
did:plc:2et3ci6xnqfuxdpb4vr2skph	2.6776806479609814	5.355361295921963	2.0	0.673180058969657	7448.0354503123
did:plc:2eydz6pt6pssvnmexvbofyed	-0.398129301122788	50.0820615743423	0.0	1.00604111531725	11827.1433692144
did:plc:2ezdzm5kt32oarmj472dztrc	-0.559780768661632	596.465814255646	0.0	0.75652577178855	4462.44359756267
did:plc:2f2ekxyav63vt5hz7yxxssks	-0.0919851090270307	1179.93570459073	0.0	0.539043028407667	9105.33355092226
did:plc:2f2ezqns6jog4tldbhdmgokc	0.150238803736409	132.656885130192	0.0	0.682211446997102	3441.78051608493
did:plc:2f2igkk5bnrwoxulpn4frwwz	-0.255616798815849	290.462205318284	0.0	0.550488958042022	3777.56131437563
did:plc:2f3fyrg5z23dg3lxukliahfh	-0.685331511778162	343.347315149446	0.0	0.624018222889886	5212.28399356417
did:plc:2f3ovgb4z5ktvqh7piqewup4	-0.559444112341746	355.525995763624	0.0	0.667099657508521	12056.2955881376
did:plc:2f3ukilekk72sxz4civukwir	0.3396925345052403	194.33764075393034	0.0	0.593374665094373	3649.29646895733
did:plc:2f63cglxf7ufyakdbhj5ngmh	0.19717863678824893	187.78553632812694	0.0	0.604993533269721	4735.3338834603
